source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",2018-04-09 06:03:16-04:00,46855.0,176652.0,when a car is sent to the united states from china there is a tariff to be paid of 2 1 2 when a car is sent to china from the united states there is a tariff to be paid of 25 does that sound like free or fair trade no it sounds like stupid trade going on for years,2018,4,9,2018-04,0,6,,60,2018-04-10,0.004928380544708455,0.015900360153256576,1,264,"['car', 'send', 'united', 'state', 'china', 'tariff', 'pay', 'car', 'send', 'china', 'united', 'state', 'tariff', 'pay', 'sound', 'free', 'fair', 'trade', 'sound', 'stupid', 'trade', 'go', 'year']",car send united state china tariff pay car send china united state tariff pay sound free fair trade sound stupid trade go year,0.006999999999999999,0.965,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,0.8849,0.055999999999999994,0.72,0.22399999999999998
Twitter for iPhone,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",2018-04-08 08:12:35-04:00,23906.0,107756.0,president xi and i will always be friends no matter what happens with our dispute on trade china will take down its trade barriers because it is the right thing to do taxes will become reciprocal a deal will be made on intellectual property great future for both countries,2018,4,8,2018-04,6,8,,49,2018-04-09,-0.02228585177575759,0.004928380544708455,1,272,"['xi', 'friend', 'matter', 'happen', 'dispute', 'trade', 'china', 'trade', 'barrier', 'right', 'thing', 'taxis', 'reciprocal', 'deal', 'intellectual', 'property', 'future', 'country']",xi friend matter happen dispute trade china trade barrier right thing taxis reciprocal deal intellectual property future country,0.009000000000000001,0.956,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,0.8409,0.063,0.755,0.18100000000000002
Twitter for iPhone,We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!,2018-04-07 14:11:15-04:00,24937.0,107845.0,we are sealing up our southern border the people of our great country want safety and security the dems have been a disaster on this very important issue,2018,4,7,2018-04,5,14,,28,2018-04-08,-0.02228585177575759,0.004928380544708455,1,153,"['seal', 'southern', 'border', 'country', 'safety', 'security', 'dem', 'disaster', 'important', 'issue']",seal southern border country safety security dem disaster important issue,0.015,0.924,0.015,0.015,0.015,0.015,trade,0.7836,0.105,0.563,0.332
Twitter for iPhone,Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch &amp; Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!,2018-04-01 09:56:34-04:00,37544.0,132851.0,border patrol agents are not allowed to properly do their job at the border because of ridiculous liberal democrat laws like catch release getting more dangerous caravans coming republicans must go to nuclear option to pass tough laws now no more daca deal,2018,4,1,2018-04,6,9,,43,2018-04-02,0.012777612924254056,-0.021584621430772333,0,256,"['border', 'patrol', 'agent', 'allow', 'properly', 'job', 'border', 'ridiculous', 'liberal', 'law', 'catch', 'release', 'get', 'dangerous', 'caravan', 'come', 'republican', 'nuclear', 'option', 'pass', 'tough', 'law', 'daca', 'deal']",border patrol agent allow properly job border ridiculous liberal law catch release get dangerous caravan come republican nuclear option pass tough law daca deal,0.006999999999999999,0.91,0.063,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.7974,0.204,0.748,0.048
Twitter for iPhone,Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs. Is this really what the great people of California want? @FoxNews,2018-03-31 08:53:01-04:00,32577.0,98367.0,governor jerry moonbeam brown pardoned 5 criminal illegal aliens whose crimes include 1 kidnapping and robbery 2 badly beating wife and threatening a crime with intent to terrorize 3 dealing drugs is this really what the great people of california want,2018,3,31,2018-03,5,8,@FoxNews,41,2018-04-01,0.012777612924254056,-0.021584621430772333,0,252,"['governor', 'jerry', 'moonbeam', 'brown', 'pardon', 'criminal', 'illegal', 'alien', 'crime', 'include', 'kidnapping', 'robbery', 'badly', 'beat', 'wife', 'threaten', 'crime', 'intent', 'terrorize', 'deal', 'drug', 'california']",governor jerry moonbeam brown pardon criminal illegal alien crime include kidnapping robbery badly beat wife threaten crime intent terrorize deal drug california,0.158,0.812,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.9567,0.38,0.501,0.11800000000000001
Twitter for iPhone,.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.,2018-03-28 12:14:34-04:00,12228.0,55208.0,just announced an agreement in principle with south korea on korus a great deal for american and korean workers let s now focus on our important security relationship,2018,3,28,2018-03,2,12,@USTradeRep,28,2018-03-29,-0.0029547927178481537,0.012777612924254056,1,166,"['announce', 'agreement', 'principle', 'south', 'korea', 'korus', 'deal', 'korean', 'worker', 'let', 'focus', 'important', 'security', 'relationship']",announce agreement principle south korea korus deal korean worker let focus important security relationship,0.011,0.944,0.011,0.011,0.011,0.011,trade,0.8955,0.0,0.6709999999999999,0.32899999999999996
Twitter for iPhone,"For years and through many administrations, everyone said that peace and the denuclearization of the Korean Peninsula was not even a small possibility. Now there is a good chance that Kim Jong Un will do what is right for his people and for humanity. Look forward to our meeting!",2018-03-28 06:05:18-04:00,26517.0,113827.0,for years and through many administrations everyone said that peace and the denuclearization of the korean peninsula was not even a small possibility now there is a good chance that kim jong un will do what is right for his people and for humanity look forward to our meeting,2018,3,28,2018-03,2,6,,49,2018-03-29,-0.0029547927178481537,0.012777612924254056,1,275,"['year', 'administration', 'say', 'peace', 'denuclearization', 'korean', 'peninsula', 'small', 'possibility', 'good', 'chance', 'kim', 'jong', 'un', 'right', 'humanity', 'look', 'forward', 'meeting']",year administration say peace denuclearization korean peninsula small possibility good chance kim jong un right humanity look forward meeting,0.008,0.958,0.008,0.008,0.008,0.008,trade,0.8268,0.0,0.841,0.159
Twitter for iPhone,"California’s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk. Thousands of dangerous &amp; violent criminal aliens are released as a result of sanctuary policies, set free to prey on innocent Americans. THIS MUST STOP!",2018-03-13 11:27:18-04:00,32824.0,125744.0,california s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk thousands of dangerous violent criminal aliens are released as a result of sanctuary policies set free to prey on innocent americans this must stop,2018,3,13,2018-03,1,11,,44,2018-03-14,-0.006462688751578405,-0.005131587868128062,0,273,"['california', 's', 'sanctuary', 'policy', 'illegal', 'unconstitutional', 'safety', 'security', 'entire', 'nation', 'risk', 'thousand', 'dangerous', 'violent', 'criminal', 'alien', 'release', 'result', 'sanctuary', 'policy', 'set', 'free', 'prey', 'innocent', 'american', 'stop']",california s sanctuary policy illegal unconstitutional safety security entire nation risk thousand dangerous violent criminal alien release result sanctuary policy set free prey innocent american stop,0.006,0.968,0.006,0.006,0.006,0.006,trade,-0.8564,0.301,0.529,0.17
Twitter for iPhone,"“According to the Center for Immigration Studies, the $18 billion wall will pay for itself by curbing the importation of crime, drugs and illegal immigrants who tend to go on the federal dole...” https://t.co/NdLC6jZwWE",2018-03-13 11:24:23-04:00,20236.0,69657.0,according to the center for immigration studies the 18 billion wall will pay for itself by curbing the importation of crime drugs and illegal immigrants who tend to go on the federal dole,2018,3,13,2018-03,1,11,,33,2018-03-14,-0.006462688751578405,-0.005131587868128062,0,187,"['accord', 'center', 'immigration', 'study', 'billion', 'wall', 'pay', 'curb', 'importation', 'crime', 'drug', 'illegal', 'immigrant', 'tend', 'federal', 'dole']",accord center immigration study billion wall pay curb importation crime drug illegal immigrant tend federal dole,0.01,0.951,0.01,0.01,0.01,0.01,trade,-0.8176,0.215,0.785,0.0
Twitter for iPhone,"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!",2018-03-10 16:29:37-05:00,23972.0,99649.0,the european union wonderful countries who treat the u s very badly on trade are complaining about the tariffs on steel aluminum if they drop their horrific barriers tariffs on u s products going in we will likewise drop ours big deficit if not we tax cars etc fair,2018,3,10,2018-03,5,16,,49,2018-03-11,0.01740236736806211,-0.0012550866219939172,0,265,"['european', 'union', 'wonderful', 'country', 'treat', 'u', 's', 'badly', 'trade', 'complain', 'tariff', 'steel', 'aluminum', 'drop', 'horrific', 'barrier', 'tariff', 'u', 's', 'product', 'go', 'likewise', 'drop', 'deficit', 'tax', 'car', 'etc', 'fair']",european union wonderful country treat u s badly trade complain tariff steel aluminum drop horrific barrier tariff u s product go likewise drop deficit tax car etc fair,0.006999999999999999,0.967,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.747,0.253,0.604,0.142
Twitter for iPhone,"Kim Jong Un talked about denuclearization with the South Korean Representatives, not just a freeze. Also, no missile testing by North Korea during this period of time. Great progress being made but sanctions will remain until an agreement is reached. Meeting being planned!",2018-03-08 20:08:14-05:00,45093.0,173271.0,kim jong un talked about denuclearization with the south korean representatives not just a freeze also no missile testing by north korea during this period of time great progress being made but sanctions will remain until an agreement is reached meeting being planned,2018,3,8,2018-03,3,20,,43,2018-03-09,0.004839090126985246,0.01740236736806211,1,267,"['kim', 'jong', 'un', 'talk', 'denuclearization', 'south', 'korean', 'representative', 'freeze', 'missile', 'testing', 'north', 'korea', 'period', 'progress', 'sanction', 'remain', 'agreement', 'reach', 'meeting', 'plan']",kim jong un talk denuclearization south korean representative freeze missile testing north korea period progress sanction remain agreement reach meeting plan,0.008,0.962,0.008,0.008,0.008,0.008,trade,0.8388,0.053,0.735,0.212
